pmcid,sentence,ner
PMC6763540,"
Results: Histopathologic examination revealed ulceration of the urothelial surface with inflammatory granulation tissue formation, as well as foci of metaplastic ossification embedded in the lamina propria.","[(114, 120, 'tissue', 'OT')]"
PMC6763540,"
Results: PR: Microvessel count was positively related to the intensity of immunoexpression of MMP-2 positive cells (p = 0.041) and MMP-9 positive vessels (p = 0.038) and negatively related to the stromal immunoexpression of VEGF (p = 0.016) and MMP-2 (p = 0.044), the number of MMP-9 positive cells (p = 0.027) and the intensity of immunoexpression of MMP-9 positive cells (p = 0.027).","[(19, 25, 'vessel', 'OT'), (197, 203, 'stroma', 'OT')]"
PMC6763540,"
Method: Case report: We present a case of a 49 year old man, with prostatic specific antigen (PSA) of 15 ng/mL and a retrovesical tumour with no connection to the prostate gland or bladder.","[(164, 178, 'prostate gland', 'OT')]"
PMC6763540,"Microscopically, in a hypocellular stroma, there were some dilated hyperplastic glandular structures and cysts, both lined by two layers: internal of epithelial cubic to cylindrical cells, with basal nuclei, no atypia, PSA (+) and external of myoepithelial cells CK903 (+).","[(35, 41, 'stroma', 'OT'), (80, 85, 'gland', 'OT')]"
PMC6763540,"
Results: The main differential diagnosis is ectopic prostate tissue with nodular hyperplasia, which is another rare entity, particularly in this localization.","[(62, 68, 'tissue', 'OT')]"
PMC6763540,"In our case, the size, location and hypocellular stroma favours the diagnosis of cystadenoma.","[(49, 55, 'stroma', 'OT')]"
PMC6763540,"
Method: 134 cases of renal cell tumors consisted of 72 clear cell, 26 chromophobe, 24 papillary renal cell carcinoma and 12 oncocytoma cases were evaluated.","[(87, 94, 'papilla', 'OT')]"
PMC6763540,"By Claudin 4; % 95,8 of clear cell renal cell carcinoma, % 75 of papillary renal cell carcinoma, % 34,6 of chromophobe renal cell carcinoma were stained negative, % 100 of the oncocytoma cases were cytoplasmically positive.","[(65, 72, 'papilla', 'OT')]"
PMC6763540,"
Method: MUC1 expression was evaluated on tissue microarrays constructed from 119 nodal positive prostate cancer patients treated by radical prostatectomy and extended lymphadenectomy.","[(42, 48, 'tissue', 'OT')]"
PMC6763540,Furthermore high MUC1 expression in lymph node metastases corresponded with greater total size of metastases (p < 0.001) and total number of metastases (p = 0.014).,"[(36, 46, 'lymph node', 'OT')]"
PMC6763540,"High MUC1 expression in lymph node metastases predicted independently an unfavorable outcome compared to patients with low MUC1 expression (5-year bRFS p = < 0.023, DSS and OS p ≤ 0.001), whereas in primary tumors only a tendency towards an adverse survival could be shown.","[(24, 34, 'lymph node', 'OT')]"
PMC6763540,"
Conclusion: MUC1 in either primary tumor or lymph node metastases correlates significantly with more unfavorable clinico-pathological features.","[(45, 55, 'lymph node', 'OT')]"
PMC6763540,Its independent prognostic information is inherent only in lymph node metastases from prostate cancer.,"[(59, 69, 'lymph node', 'OT')]"
PMC6763540,"Smooth muscle actin showed myofibroblastic cells within the septa of MCRCC, the capillary vascular network and tumor capsule.","[(80, 89, 'capillary', 'OT')]"
PMC6763540,"
Results: Within 3 to 5 months after the first infusion, generalized symptoms such as fever, hemoptysis, testicular mass or several radiological granulomatous lesions in renal parenchyma appeared respectively in each patient.","[(170, 186, 'renal parenchyma', 'OT')]"
PMC6763540,"
Method: A 40-year-old woman underwent left nephroureterectomy for a 5 × 3.2 cm polypoid mass of the ureter that caused hydronephrosis.","[(50, 56, 'ureter', 'OT')]"
PMC6763540,"
Results: Histologically, the lesion consisted of cystic structures lined by benign-appearing urothelium with intact umbrella cells.","[(94, 104, 'urothelium', 'OT')]"
PMC6763540,"Renal parenchyma showed nephron atrophy, interstitial fibrosis and a dense chronic inflammatory infiltrate.","[(24, 31, 'nephron', 'OT')]"
PMC6763540,"Therefore, UC should be kept in mind in the differential diagnosis of a ureteral mass even when exceeding several centimetres in diameter.","[(72, 78, 'ureter', 'OT')]"
PMC6763540,"On physical examination prostate gland was grown up, rigid-fixed (volume:80cc, total PSA:80,5 ng/ml.","[(24, 38, 'prostate gland', 'OT')]"
PMC6763540,"
Objective: Reactive tumour stroma is demonstrated to influence prostate cancer (PCa) tumourigenesis and progression.","[(28, 34, 'stroma', 'OT')]"
PMC6763540,The correlation of reactive stromal grading (RSG) in diagnostic needle biopsies to clinicopathologic parameters and PCa specific mortality was investigated.,"[(28, 34, 'stroma', 'OT')]"
PMC6763540,"Thus, emphasizing the importance of the stromal compartment in PCa development.","[(40, 46, 'stroma', 'OT')]"
PMC6763540,"
Results: The necropsy revealed, macroscopically, the rupture of the posterior wall of the bladder with haemoperitoneum; other associated lesions were cerebral edema, myocardial fibrosis, lung, kidneys and liver stasis and edema, pancreas and spleen with autolytic changes, and multiple ovarian cysts.","[(206, 211, 'liver', 'OT'), (230, 238, 'pancreas', 'OT'), (188, 192, 'lung', 'OT'), (194, 200, 'kidney', 'OT'), (243, 249, 'spleen', 'OT')]"
PMC6763540,"
Malignant lymphoma of the testis: Clinical and pathological features–a case report","[(27, 33, 'testis', 'OT')]"
PMC6763540,"
Method: We report a case of testis lymphoma of a 64-year-old man.","[(29, 35, 'testis', 'OT')]"
PMC6763540,"To identify a retroperitoneal tumoral mass of 25/25 cm, infiltrating the ascending colon, also massive retroperitoneal lymphadenopathy.","[(83, 88, 'colon', 'OT')]"
PMC6763540,We found nonspecific lesions in organs and neoplastic cachexia.,"[(32, 37, 'organ', 'OT')]"
PMC6763540,"The Batson veins, a network of valveless veins can provide a route for the spread of testis metastases in our case.","[(11, 15, 'vein', 'OT'), (85, 91, 'testis', 'OT')]"
PMC6763540,"
Conclusion: The final diagnosis of testis lymphoma was made by histologic and immunohistochemical examination.","[(36, 42, 'testis', 'OT')]"
PMC6763540,"In case 1, perivesical tissue, urethra and one lymph node were invaded.","[(23, 29, 'tissue', 'OT')]"
PMC6763540,Lymphoma infiltration was involved to the rete testis and extratesticular tissues.,"[(47, 53, 'testis', 'OT')]"
PMC6763540,"
Objective: Metastastic tumours involving the epididymis are rare and most often found in patients with disseminated disease.","[(46, 56, 'epididymis', 'OT')]"
PMC6763540,"Tumor cells arranged in cords, trabeculas and tubules, showed vesicular round nuclei with prominent nucleoli and eosinophilic cytoplasm.","[(31, 40, 'trabecula', 'OT')]"
PMC6763540,"Meanwhile, computerized tomography revealed a lobulated contoured mass, 3 cm in long diameter, in the tail of pancreas, infiltrating superior mesenteric artery.","[(102, 106, 'tail', 'OT'), (110, 118, 'pancreas', 'OT')]"
PMC6763540,"
Results: It was reported as adenocarcinoma infiltrating epididymis and paratesticular structures.","[(57, 67, 'epididymis', 'OT')]"
PMC6763540,"
Conclusion: Although metastatic cancer to epididymis is rare, it should always be considered as a possibility.","[(43, 53, 'epididymis', 'OT')]"
PMC6763540,"Here, we report the case of oncocytic papillary renal cell carcinoma with different morphological features.","[(38, 45, 'papilla', 'OT')]"
PMC6763540,"
Results: Tumor was mimicking oncocytoma substantially but due to the papillary growth pattern with foamy histiocytes and focal CD10, AMACR positivity, it was reported as oncocytic papillary renal cell carcinoma.","[(70, 77, 'papilla', 'OT')]"
PMC6763540,"
Method: We describe a case of a 6 months-old women with a kidney tumor measuring 10 cm of diameter; serial sections stained with hematoylin-eosin were examined and immunohistochemical staining was perfomed for vimentin, desmin, smooth muscle actin and CD34.","[(59, 65, 'kidney', 'OT')]"
PMC6763540,"
Objective: Bilateral spontaneous renal rupture is an exceptional event, usually associated with acquired cystic kidney disease, tumours, vasculitis, amyloidosis, transplantation or a few other illnes.","[(113, 119, 'kidney', 'OT')]"
PMC6763540,"She had a bad outcome, appearing severe abdominal pain and signs of bilateral renal bleeding, proceeding to nephrectomy of the most affected kidney.","[(141, 147, 'kidney', 'OT')]"
PMC6763540,"
Results: Surgical specimen consisted of a 12,5 cm very softened kidney, with numerous surface continuity solutions and abundant hematic material.","[(65, 71, 'kidney', 'OT')]"
PMC6763540,"Microscopic findings showed a cystic lesion partly lined by squamous epithelium, sebaceous glands and teeth.","[(60, 79, 'squamous epithelium', 'OT')]"
PMC6763540,"Most of RT are dismissed as metastasis from a gonadal primary tumor, retroperitoned teratomas secondarily invading the kidney or Wilm’s tumor with teratoid features, which are the major differential diagnosis.","[(46, 51, 'gonad', 'OT'), (119, 125, 'kidney', 'OT')]"
PMC6763540,Surgical approach Pelvic exenteration was realized with anterior resection of the abdominal rectum and navel with pelvic lymphadenectomy and making ureteroileostomy of bricker.,"[(92, 98, 'rectum', 'OT')]"
PMC6763540,"
Results: Pathologic Examination Macroscopy The complex surgical piece received, was composed by bladder, uterus, ovaries, navel, subcutaneous tissue and rectus abdominus muscle.","[(106, 112, 'uterus', 'OT'), (143, 149, 'tissue', 'OT')]"
PMC6763540,"
Objective: Mullerianosis is a choristoma of embryonal origin, composed of normal appearing mullerian rests: endometrium, endosalpinx and endocervix.","[(45, 51, 'embryo', 'OT')]"
PMC6763540,"The central cavity contained dilated glandular formations lined by regular ciliated columnar epithelium showing positive reaction to CK7, estrogen and progesteron.","[(37, 42, 'gland', 'OT'), (84, 103, 'columnar epithelium', 'OT')]"
PMC6763540,"
Conclusion: Tumors of retrovesical area usually represent direct invasion from malignancies arising in neighbouring organs, while primary ones, such as leiomyoma, are rare.","[(117, 122, 'organ', 'OT')]"
PMC6763540,"It is also considered as a differentiation marker for proximal renal tubular cells, from which clear cell and papillary renal cell carcinoma (RCC) originate.","[(110, 117, 'papilla', 'OT')]"
PMC6763540,"
Method: AQP1 expression in fetal, normal and RCC tissue was analyzed by immunofluorescence and immunohistochemistry.","[(50, 56, 'tissue', 'OT')]"
PMC6763540,"
Results: Fetal tissue at 22 week of gestation (wg) expressed AQP1 only in ureteric bud, but not in nephron precursors, whereas at 28 wg the expression of AQP1 was detected in early epithelial cells.","[(100, 107, 'nephron', 'OT'), (75, 87, 'ureteric bud', 'OT')]"
PMC6763540,"Observing different tumor tissues, the expression of AQP1 was detected in clear cell and papillary, but not in chromophobe RCC or benign renal tumors.","[(89, 96, 'papilla', 'OT'), (26, 32, 'tissue', 'OT')]"
PMC6821132,"This is particularly true in the nervous system, where large numbers of neurons and oligodendrocytes are eliminated via apoptosis during normal development.","[(72, 78, 'neuron', 'CL'), (84, 99, 'oligodendrocyte', 'CL')]"
PMC6821132,"It is presently unclear whether astrocytes are subject to significant developmental death, and if so, how it occurs.","[(32, 41, 'astrocyte', 'CL')]"
PMC6821132,"Here, we address these questions using mouse retinal astrocytes as our model system.","[(53, 62, 'astrocyte', 'CL')]"
PMC6821132,We show that the total number of retinal astrocytes declines by over 3-fold during a death period spanning postnatal days 5–14.,"[(41, 50, 'astrocyte', 'CL')]"
PMC6821132,"Surprisingly, these astrocytes do not die by apoptosis, the canonical mechanism underlying the vast majority of developmental cell death.","[(20, 29, 'astrocyte', 'CL')]"
PMC6821132,"Instead, we find that microglia engulf astrocytes during the death period to promote their developmental removal.","[(39, 48, 'astrocyte', 'CL')]"
PMC6821132,"Genetic ablation of microglia inhibits astrocyte death, leading to a larger astrocyte population size at the end of the death period.","[(39, 48, 'astrocyte', 'CL')]"
PMC6821132,"However, astrocyte death is not completely blocked in the absence of microglia, apparently due to the ability of astrocytes to engulf each other.","[(9, 18, 'astrocyte', 'CL')]"
PMC6821132,"Nevertheless, mice lacking microglia showed significant anatomical changes to the retinal astrocyte network, with functional consequences for the astrocyte-associated vasculature leading to retinal hemorrhage.","[(90, 99, 'astrocyte', 'CL')]"
PMC6821132,"Given the profound impact of death upon these two major cell populations, it is surprising that developmental death of another major cell type—the astrocyte—has rarely been studied.","[(147, 156, 'astrocyte', 'CL')]"
PMC6821132,"A study of the neonatal mouse retina shows that developmental cell death of retinal astrocytes does not occur by apoptosis but is instead mediated by microglia, which kill and engulf astrocytes to effect their developmental removal.","[(84, 93, 'astrocyte', 'CL')]"
PMC6821132,"For example, in the mammalian central nervous system (CNS), many populations of neurons are subject to large-scale death that eliminates as many as half of the cells originally produced during neurogenesis [3,4].","[(80, 86, 'neuron', 'CL')]"
PMC6821132,"Following death, professional phagocytes such as CNS microglia are recruited to clear apoptotic corpses.","[(30, 39, 'phagocyte', 'CL')]"
PMC6821132,"As such, it may be termed “death by phagocyte.” Microglia have been shown to engage in phagocytic killing in pathological contexts [15–17] and in the developing mammalian forebrain, where they appear to eliminate live neural progenitors within the subventricular zone [18].","[(36, 45, 'phagocyte', 'CL')]"
PMC6821132,These observations raise the possibility that death by phagocyte might sculpt other developing CNS cell populations.,"[(55, 64, 'phagocyte', 'CL')]"
PMC6821132,"While developmental death of neurons has been extensively studied for almost a century, few studies have examined the role of death in the development of astrocytes.","[(29, 35, 'neuron', 'CL')]"
PMC6821132,"Because astrocytes have many essential roles in neuronal and vascular physiology [19–22], it is critical to understand the histogenetic mechanisms—such as regulation of cell number—that shape astrocyte development.","[(48, 54, 'neuron', 'CL')]"
PMC6821132,"It remains to be determined whether death sculpts the developing astrocyte population, and if so, what the death mechanism might be.","[(65, 74, 'astrocyte', 'CL')]"
PMC6821132,"To investigate the scale of death during astrocyte development, we chose as our primary model system the astrocytes of mouse retina (Fig 1A and 1B).","[(41, 50, 'astrocyte', 'CL')]"
PMC6821132,"This axon-associated astrocyte population resides in a narrow stratum at the retinal surface, the retinal nerve fiber layer (RNFL), which consists primarily of astrocytes, blood vessels, and the axons of retinal ganglion cells (RGCs; Fig 1A).","[(21, 30, 'astrocyte', 'CL')]"
PMC6821132,"Second, regulation of astrocyte number may have implications for retinal function and disease.","[(22, 31, 'astrocyte', 'CL')]"
PMC6821132,"During angiogenesis, endothelial cells colonize the retina by using astrocyte arbors as an angiogenic patterning template [22].","[(68, 77, 'astrocyte', 'CL'), (21, 37, 'endothelial cell', 'CL')]"
PMC6821132,"When astrocyte numbers are experimentally elevated or lowered, both astrocyte and vascular patterning become disturbed, impairing vascular integrity [30–32].","[(5, 14, 'astrocyte', 'CL')]"
PMC6821132,It is therefore likely that astrocyte numbers are tightly developmentally regulated to prevent vascular pathology.,"[(28, 37, 'astrocyte', 'CL')]"
PMC6821132,"Similar to axon-associated astrocytes in brain, retinal astrocytes have a simple, fibrous morphology.","[(27, 36, 'astrocyte', 'CL')]"
PMC6821132,"(C-D) Two commonly used markers of retinal astrocytes, Sox9 and Pax2, label the complete astrocyte population across retinal development.","[(43, 52, 'astrocyte', 'CL')]"
PMC6821132,"(D) Quantification of Sox9+ and Pax2+ astrocyte densities in central, middle, and peripheral retina.","[(38, 47, 'astrocyte', 'CL')]"
PMC6821132,"(G) Quantification of total astrocyte numbers across development, using retinas stained for Pax2 or Sox9.","[(28, 37, 'astrocyte', 'CL')]"
PMC6821132,Note that death (C) continues to occur after astrocytes express mature phenotype by P10.,"[(45, 54, 'astrocyte', 'CL')]"
PMC6821132,"C, central; GFAP, glial fibrillary acidic protein; M, middle; P, peripheral; PDGFR, platelet-derived growth factor receptor; RGC, retinal ganglion cell; RNFL, retinal nerve fiber layer; tdTom, tandem dimer Tomato; VEGF-A, vascular endothelial growth factor-A.","[(84, 92, 'platelet', 'CL'), (130, 151, 'retinal ganglion cell', 'CL')]"
PMC6821132,"Surprisingly, apoptosis is not a major driver of their death; instead, we demonstrate that death by phagocyte plays a key role in this process.","[(100, 109, 'phagocyte', 'CL')]"
PMC6821132,"During the astrocyte death period, microglia interact extensively with astrocytes and engulf astrocytic material.","[(11, 20, 'astrocyte', 'CL')]"
PMC6821132,"These microglial behaviors are related to astrocyte killing rather than mere clearance of already-dead corpses, because ablation of microglia in vivo increased the number of viable, fully differentiated astrocytes.","[(42, 51, 'astrocyte', 'CL')]"
PMC6821132,"Finally, we find that astrocytic death by phagocyte can occur through either a heterotypic or a homotypic mechanism: when microglia are absent, astrocytes can partially compensate for their loss by eliminating each other.","[(144, 153, 'astrocyte', 'CL'), (42, 51, 'phagocyte', 'CL')]"
PMC6821132,Together these data reveal that retinal astrocyte death has important mechanistic differences from other developmental deaths in the CNS.,"[(40, 49, 'astrocyte', 'CL')]"
PMC6821132,"To investigate whether retinal astrocytes have a period of naturally occurring cell death, we estimated total astrocyte number across postnatal mouse development.","[(31, 40, 'astrocyte', 'CL')]"
PMC6821132,"Estimates were generated from retinas stained in whole-mount for two well-characterized nuclear markers of retinal astrocytes, Pax2 or Sox9 (Fig 1C, 1D and 1H; [28]), using a sampling strategy described previously ([30]; Fig 1E).","[(115, 124, 'astrocyte', 'CL')]"
PMC6821132,"This analysis showed that retinal astrocyte numbers increased until P5, then declined substantially—by over 3-fold—to reach adult levels by P14 (Fig 1F and 1G).","[(34, 43, 'astrocyte', 'CL')]"
PMC6821132,"The rising phase of this curve is predominantly due to astrocyte migration into the retina, which is complete by P4–P5 ([22]; Fig 1A).","[(55, 64, 'astrocyte', 'CL')]"
PMC6821132,"Astrocyte loss was not due to migration out of the tissue, nor was it due to transdifferentiation into a non-astrocyte cell type, as shown by Cre-lox lineage tracing (S1A and S1B Fig).","[(109, 118, 'astrocyte', 'CL')]"
PMC6821132,"Moreover, the cell loss cannot be ascribed simply to down-regulation of the early astrocyte marker Pax2 (Fig 1H), as Sox9 gave identical results (Fig 1C and 1D).","[(82, 91, 'astrocyte', 'CL')]"
PMC6821132,"These results rule out the most likely alternative explanations for astrocyte disappearance, leading us to conclude that cell death is responsible.","[(68, 77, 'astrocyte', 'CL')]"
PMC6821132,"To learn whether other astrocyte populations might also be subject to developmental death, we examined three other astrocytic cell types.","[(23, 32, 'astrocyte', 'CL')]"
PMC6821132,"Müller glia, the other astrocyte-like cell type of the retina, also showed a decline in cell number between early postnatal ages and adulthood.","[(23, 32, 'astrocyte', 'CL')]"
PMC6821132,"Similarly, in the brain, we observed developmental declines in density of protoplasmic astrocytes in the cerebral cortex and white-matter astrocytes in the corpus callosum (S2 Fig).","[(87, 96, 'astrocyte', 'CL')]"
PMC6821132,"As RNFL astrocytes showed the largest magnitude of cell loss, we focused on this astrocyte population for subsequent investigation of death mechanisms.","[(8, 17, 'astrocyte', 'CL')]"
PMC6821132,"Unexpectedly, few developing astrocytes expressed CC3 (Fig 2A; S3C Fig; n = 14 CC3+ astrocytes out of 29,383 analyzed across all ages).","[(29, 38, 'astrocyte', 'CL')]"
PMC6821132,"(A) P5 retinal sections stained for CC3 (apoptosis marker), PDGFRα (astrocyte marker), RBPMS (RGC marker), and Hoechst (nuclear stain).","[(68, 77, 'astrocyte', 'CL')]"
PMC6821132,"CC3+ cells are frequently found in neuronal layers but not in the RNFL, where astrocytes reside.","[(35, 41, 'neuron', 'CL')]"
PMC6821132,"(B,C) Modeling to determine the effect of observed apoptosis rate on RGC (B) and astrocyte (C) population size.","[(81, 90, 'astrocyte', 'CL')]"
PMC6821132,"Black, observed cell number (B, RGC data from [35], see also S3D Fig; C, astrocyte numbers from Fig 1G).","[(73, 82, 'astrocyte', 'CL')]"
PMC6821132,"For astrocytes (C), both average (Davg) and maximum (Dhigh) CC3+ astrocyte fractions from S3C Fig were used.","[(4, 13, 'astrocyte', 'CL')]"
PMC6821132,"CC3, cleaved-caspase 3; ctrl, control; GCL, ganglion cell layer; INL, inner nuclear layer; NFL, nerve fiber layer; NS, not significant; ONL, outer nuclear layer; PDGFR, platelet-derived growth factor receptor; RGC, retinal ganglion cell; RNFL, retinal nerve fiber layer.","[(169, 177, 'platelet', 'CL')]"
PMC6821132,"To ask whether the small number of CC3+ astrocytes could reflect such a large change in cell number, we took a modeling approach.","[(40, 49, 'astrocyte', 'CL')]"
PMC6821132,"According to the model, in order for the observed percentage of apoptotic astrocytes to account for the observed cell loss, astrocyte clearance would need to occur in an implausibly short time—between approximately 5 and 15 minutes (Fig 2C, blue line).","[(74, 83, 'astrocyte', 'CL')]"
PMC6821132,"When the RGC clearance time was used (2.47 hours), the model predicted only a small decline in astrocyte number by P14, nowhere near the measured value (Fig 2C, red lines).","[(95, 104, 'astrocyte', 'CL')]"
PMC6821132,These results strongly suggest that the observed frequency of astrocyte apoptosis is too low to plausibly account for the P5–P14 decline in cell number.,"[(62, 71, 'astrocyte', 'CL')]"
PMC6821132,"Given the scarcity of astrocyte apoptosis, we hypothesized that astrocyte death would proceed normally when apoptosis is genetically perturbed.","[(22, 31, 'astrocyte', 'CL')]"
PMC6821132,"Bax is an essential apoptotic gene, particularly in the CNS, where loss of its function impairs neuronal death and increases neuron numbers [14].","[(96, 102, 'neuron', 'CL')]"
PMC6821132,"We crossed a conditional Baxflox allele to a GFAP-cre line, which is highly selective for astrocytes and Müller glia [30] (S1B–S1D Fig).","[(90, 99, 'astrocyte', 'CL')]"
PMC6821132,"These findings indicate that, unlike neurons, astrocytes die in a Bax-independent manner.","[(46, 55, 'astrocyte', 'CL'), (37, 43, 'neuron', 'CL')]"
PMC6821132,"Taken together, our CC3 and Bax studies demonstrate that apoptosis is not primarily responsible for astrocyte developmental death.","[(100, 109, 'astrocyte', 'CL')]"
PMC6821132,Microglia preferentially accumulated in the RNFL during the astrocyte death period (Fig 3A and 3B) and sent out processes contacting the vast majority of astrocytes (Fig 4D).,"[(60, 69, 'astrocyte', 'CL')]"
PMC6821132,"(A,B) Retinal microglia localize preferentially to RNFL until the end of the astrocyte death period at P14 (dashed line).","[(77, 86, 'astrocyte', 'CL')]"
PMC6821132,Microglia show amoeboid morphology during the astrocyte death period (P5) but ramified morphology once death is complete (P14).,"[(46, 55, 'astrocyte', 'CL')]"
PMC6821132,"(E) Quantification of microglial phagocytic capacity, measured using a lysosome index (CD68+ lysosome content per microglial cell; blue).","[(114, 129, 'microglial cell', 'CL')]"
PMC6821132,"Note the strong correlation between these measures, both during arrival of astrocytes in retina (P1–P5; see Fig 1A) and during their elimination (P5–P14).","[(75, 84, 'astrocyte', 'CL')]"
PMC6821132,"GCL, ganglion cell layer; GFP, green fluorescent protein; INL, inner nuclear layer; IPL, inner plexiform layer; NFL, nerve fiber layer; ONBL, outer neuroblast layer; ONL, outer nuclear layer; OPL, outer plexiform layer; RGC, retinal ganglion cell; RNFL, retinal nerve fiber layer.","[(225, 246, 'retinal ganglion cell', 'CL')]"
PMC6821132,"(A,B) Representative images showing astrocyte debris within microglia (arrows).","[(36, 45, 'astrocyte', 'CL')]"
PMC6821132,This Cre line is selective for astrocytes at P5 and is not yet expressed by Müller glia [30].,"[(31, 40, 'astrocyte', 'CL')]"
PMC6821132,Also see S4 Fig for 3D reconstructions of astrocyte debris within microglia.,"[(42, 51, 'astrocyte', 'CL')]"
PMC6821132,"(C) Percentage of microglia containing astrocyte debris peaks at P5, coinciding with peak astrocyte number.","[(39, 48, 'astrocyte', 'CL')]"
PMC6821132,"Bottom row, percentage astrocyte somata touched, partially enveloped, or fully enveloped by microglial processes.","[(23, 32, 'astrocyte', 'CL')]"
PMC6821132,"Phagocytosis-like interactions (i.e., partially or fully enveloped astrocyte somata) peak during the death period.","[(67, 76, 'astrocyte', 'CL')]"
PMC6821132,"White arrow, non-pyknotic astrocyte nucleus within a microglial phagocytic cup.","[(26, 35, 'astrocyte', 'CL')]"
PMC6821132,"To test whether the phagocytic state of RNFL microglia reflected engulfment of astrocytes, we analyzed retinal tissue double-labeled for each cell type.","[(79, 88, 'astrocyte', 'CL')]"
PMC6821132,Internalization of astrocyte debris was also confirmed using tdTomato as a genetically encoded astrocyte label (Fig 4B and 4C; S4B Fig).,"[(19, 28, 'astrocyte', 'CL')]"
PMC6821132,"Furthermore, we observed microglial processes that partially or fully enveloped astrocyte somata, suggesting they were being engulfed (Fig 4D; S2 Movie; S3 Movie).","[(80, 89, 'astrocyte', 'CL')]"
PMC6821132,"Notably, the nuclei of engulfed astrocytes were not pyknotic or degenerated (Fig 4F), suggesting they may be engulfed while still viable.","[(32, 41, 'astrocyte', 'CL')]"
PMC6821132,"Therefore, given the time line of astrocyte maturation (Fig 1H) [33], both immature precursors and mature astrocytes were subject to phagocytosis.","[(34, 43, 'astrocyte', 'CL')]"
PMC6821132,"Anatomical signatures of astrocyte engulfment were detected most frequently during the period of astrocyte death, suggesting that engulfment occurred selectively during this time (Fig 4C and 4D).","[(25, 34, 'astrocyte', 'CL')]"
PMC6821132,"To ask whether engulfment occurs often enough to explain the decline in astrocyte numbers, we once again took a modeling approach.","[(72, 81, 'astrocyte', 'CL')]"
PMC6821132,"Using the same model as in our apoptosis studies (Fig 2C), we calculated astrocyte clearance time based on the observed average number of “fully enveloped” astrocytes (Fig 4D).","[(73, 82, 'astrocyte', 'CL')]"
PMC6821132,"If these pathways are required for astrocyte elimination, astrocyte numbers should be increased in mutants.","[(35, 44, 'astrocyte', 'CL')]"
PMC6821132,"Statistics: for each data set, two-way ANOVA was performed; none resulted in significant main effects of genotype on astrocyte number (see S1 Table for ANOVA details).","[(117, 126, 'astrocyte', 'CL')]"
PMC6821132,"(F,G) No effect of minocycline on total astrocyte numbers (F) or microglial phagocytic capacity (G).","[(40, 49, 'astrocyte', 'CL')]"
PMC6821132,Neither mutant showed an astrocyte survival phenotype (Fig 5D and 5E).,"[(25, 34, 'astrocyte', 'CL')]"
PMC6821132,"This too failed to affect microglial phagocytic activity, as measured by both CD68+ lysosome content and astrocyte numbers (Fig 5F and 5G).","[(105, 114, 'astrocyte', 'CL')]"
PMC6821132,"Taken together, these experiments indicate that the best-characterized pro-inflammatory and pro-engulfment microglial pathways are either not involved in astrocyte death, or they are capable of completely compensating for each other when one is absent.","[(154, 163, 'astrocyte', 'CL')]"
PMC6821132,One possible interpretation of the receptor mutant studies is that microglia mediate astrocyte removal through a new pathway or through a combination of the tested pathways.,"[(85, 94, 'astrocyte', 'CL')]"
PMC6821132,"However, it also remains possible that microglia are not in fact involved in astrocyte developmental death.","[(77, 86, 'astrocyte', 'CL')]"
PMC6821132,"If microglia are responsible for culling the astrocyte population, then ablating microglia during this period should prevent astrocyte death.","[(45, 54, 'astrocyte', 'CL')]"
PMC6821132,"When microglia were ablated in this manner, the number of astrocytes remaining at P14 was increased relative to littermate controls.","[(58, 67, 'astrocyte', 'CL')]"
PMC6821132,(E) Effects of DTR microglial ablation on astrocyte number across development.,"[(42, 51, 'astrocyte', 'CL')]"
PMC6821132,"Left, representative images of Pax2+ or Sox9+ astrocytes in control and microglia-ablated animals.","[(46, 55, 'astrocyte', 'CL')]"
PMC6821132,"Red text, number of excess astrocytes in ablated animals at each age.","[(27, 36, 'astrocyte', 'CL')]"
PMC6821132,"(F,G) Increased density of GFAP+ astrocyte network in ablated retina.","[(33, 42, 'astrocyte', 'CL')]"
PMC6821132,"DT, diphtheria toxin; DTR, diphtheria toxin receptor; GCL, ganglion cell layer; GFAP, glial fibrillary acidic protein; GFP, green fluorescent protein; INL, inner nuclear layer; IPL, inner plexiform layer; NFL, nerve fiber layer; RGC, retinal ganglion cell; RNFL, retinal nerve fiber layer; TMX, tamoxifen.","[(234, 255, 'retinal ganglion cell', 'CL')]"
PMC6821132,"To determine how this increase arises, we generated a developmental time course of astrocyte numbers in our DTR microglia ablation paradigm.","[(83, 92, 'astrocyte', 'CL')]"
PMC6821132,"Astrocyte numbers failed to decline between P6 and P8, leading to an excess of approximately 4,000 astrocytes relative to their littermate controls (Fig 6E).","[(99, 108, 'astrocyte', 'CL')]"
PMC6821132,"Despite this compensation, astrocyte numbers failed to return to normal levels by the end of the death period.","[(27, 36, 'astrocyte', 'CL')]"
PMC6821132,"In fact, even a week after the normal end of the death period, astrocyte numbers were still elevated (Fig 6D).","[(63, 72, 'astrocyte', 'CL')]"
PMC6821132,"Retinal microglia were also effectively ablated in this strain, and effects on astrocyte number were similar in magnitude, regardless of which Cre line was used (Fig 6C and 6D; S6D Fig).","[(79, 88, 'astrocyte', 'CL')]"
PMC6821132,"The preservation of cells expressing astrocyte nuclear markers (Fig 6C–6E) could mean that microglia are required for astrocyte death; alternatively, this could mean that microglia are required merely for the clearance of dead or dying astrocytes, similar to their role in apoptosis [36].","[(37, 46, 'astrocyte', 'CL')]"
