pmid_or_ft_id,ann_type,partial_match_count,total_ml_count,total_dict_count,ml_not_in_dict_count,dict_not_in_ml_count,ml_not_in_dict,dict_not_in_ml,partial_matches
11292663,disease,21,28,17,15,4,"breast cancer; streptococcus infection; immunological illness; sleep disorders; brain metastatic breast cancer; sleep paralysis; narcolepsy
type 1; restless
leg syndrome; neurodegenerative
diseases; narcolepsy type 1; pd; immunological disorder; ad; excessive daytime sleepiness; ovarian cancer",narcolepsy with cataplexy; metastatic breast cancer; cancer; infection,"brain metastatic breast cancer; influenza; type 2 diabetes; cataplexy; neurological diseases; hypertension; narcolepsy
type 1; narcolepsy type 1; ovarian cancer; diabetes; obesity; autoimmune diseases; breast cancer; neurodegenerative diseases; restless
leg syndrome; restless leg syndrome; streptococcus infection; neurodegenerative
diseases; neuroblastoma; mild cognitive impairment; narcolepsy"
11292663,exp_methods,2,3,4,1,2,nuclear magnetic resonance,glycosylation; reverse-phase chromatography,nmr; pca
11292663,organism,2,4,2,3,1,"h1n1; influenza
virus; coxackievirus",influenza virus,"influenza
virus; human"
10471343,organism,2,2,2,0,0,,,humans; human
10471343,go_term,0,0,2,0,2,,vision; learning,
10528734,gene_protein,7,11,6,5,0,non-structural protein; blp; flp; bip; polymerase,,reverse transcriptase; uracil-dna glycosylase; ns1; polymerase; dna polymerase; nuclease; udg
10528734,chemical,9,10,10,2,2,deoxynucleotide; deoxyuridine,deoxyuridine triphosphate; tech,dimethyl sulfoxide; triphosphate; polydimethylsiloxane; deoxyuridine; polycarbonate; water; polylactic acid; ethanol; polyester
10528734,go_term,3,4,3,1,0,binding,,viral genome; reverse-transcription; reverse transcription
10528734,disease,6,9,5,5,1,mayv infections; mayaro fever; coronavirus disease 2019; covid-19; mayv infection,influenza,infections; mayv infections; infectious disease; acute infections; infection; mayv infection
10528734,exp_methods,6,7,7,2,2,assays; rrt-lamp,pla; enzyme-linked immunosorbent assay,assay; assays; elisa; pcr; fluorescence; electrophoresis
10528734,organism,17,21,12,11,2,mosquito; arboviruses; rna viruses; influenza; human immunodeficiency virus; sars-cov-2; viruses; mosquitoes; severe acute respiratory syndrome coronavirus 2; zikv; virus,coronavirus; severe acute respiratory syndrome coronavirus,dengue viruses; ebola virus; rna viruses; influenza; arboviruses; human immunodeficiency virus; human; hiv; viruses; influenza virus; severe acute respiratory syndrome coronavirus 2; chikungunya virus; alphavirus; virus; zika virus; dengue virus; mayaro virus
10382265,disease,8,9,7,3,1,mesial; seizure; epilepsy syndrome,atrophy,epilepsy syndrome; mesial temporal sclerosis; brain disorders; hippocampal sclerosis; focal epilepsy; temporal lobe epilepsy; epilepsy; mesial
10382265,organism,1,1,1,0,0,,,human
10382265,go_term,1,2,3,1,2,behavioral,translation; learning,localization
10430767,exp_methods,0,0,3,0,3,,feature extractions; intermolecular force; protein folding,
10430767,organism,1,2,1,1,0,pandas,,humans
10430767,gene_protein,0,1,0,1,0,gpl,,
10430767,chemical,10,12,14,4,6,pentafluoroethane; amino acid; ammonium perchlorate; amino acids,delta; atoms; organic molecules; ammonium; perchlorate; electron,pentafluoroethane; peptide; difluoromethane; peptides; ammonium perchlorate; water; biopolymer; biopolymers; octanol; hydrate
10430767,go_term,7,7,11,2,6,binding; solvation,protein binding; small-molecule binding; receptor binding; translation; learning; vision,binding; pore; synthesis; solvation; excretion; segmentation; metabolism
11269502,disease,15,18,13,7,2,breast cancer; bp; primary cancer; infections; osteonecrosis of the jaw; bone; bone metastases,secondary infections; osteonecrosis,breast cancer; primary cancer; diabetes; infections; metastatic disease; osteonecrosis of the jaw; metastatic cancer; oral infections; metastatic breast cancer; anemia; osteoporosis; cancer; multiple myeloma; infection; periodontal disease
11269502,chemical,4,7,3,4,0,steroid; ibandronate; zoledronic acid; zoledronate,,clodronate; bisphosphonate; zoledronate; bisphosphonates
11269502,go_term,2,2,2,0,0,,,wound healing; angiogenesis
11325251,disease,3,4,3,1,0,pleural effusion,,empyema; empyema necessitans; lung cancer
11325251,organism,1,2,1,1,0,man,,streptococcus pneumoniae
11308404,chemical,18,19,15,7,3,î²-lactam; î²-lactamines; avibactam; azithromycine; rifabutine; benzyl ester; omadacycline,benzyl; lactam; ester,macrolide; benzylpenicillin; ethambutol; rifabutin; î²-lactam; î²-lactamines; penicillin; rifamycin; azithromycin; avibactam; ceftriaxone; rifabutine; rifampin; benzyl ester; ertapenem; azithromycine; rifamycins; macrolides
11308404,gene_protein,1,1,1,0,0,,,î²-lactamase
11308404,go_term,1,1,3,0,2,,translation; intracellular,extracellular
11308404,disease,2,6,1,5,0,mac; pulmonary disease; mac lung disease; pd; cystic fibrosis,,mac lung disease; lung disease
11308404,exp_methods,0,1,0,1,0,assays,,
11308404,organism,8,11,7,5,1,mycobacterium avium; bacteria; ntm; mtb; microbes,mycobacterium avium complex (mac),mycobacteria; mycobacterium avium; mycobacterium tuberculosis; human; bacteria; mac; mycobacterium avium complex; humans
10330421,chemical,19,21,16,7,2,"n; -; - hexane; btex-h; oxygen; ,5-hexanedione; hexane","2,5-hexanedione; insulin","xylene; n-hexane; ethylbenzene; benzene; lipid; hippuric acid; mandelic acid; ,5-hexanedione; hexane; methylhippuric acid; -; - hexane; water; toluene; styrene; n; m-xylene; hydrocarbons; hydrocarbon"
10330421,gene_protein,1,4,1,3,0,insulin; neurofilament; mechanoreceptors,,membrane proteins
10330421,go_term,6,7,9,3,5,membrane; axonal; myelin,neurofilaments; neurofilament; axonal transport; cellular membrane; action potential,membrane; axonal; aging; axoplasm; vision; axons
10330421,disease,5,9,6,5,2,postural instability; axonopathy; visual; toxic neuropathy; vision,vertigo; neuropathy,diabetes; peripheral neuropathy; obesity; addiction; toxic neuropathy
10330421,exp_methods,0,1,0,1,0,assays,,
10330421,organism,4,6,3,3,0,women; animal; men,,animal; animals; humans; human
11264824,chemical,2,3,2,1,0,corticosteroids,,oxygen; carbon dioxide
11264824,gene_protein,0,3,0,3,0,saps; beta adrenoceptor; arf,,
11264824,go_term,3,3,6,0,3,,breakdown; vision; beta adrenoceptor,death; envelopes; excretion
11264824,disease,15,23,9,16,2,acute exacerbations of chronic obstructive pulmonary disease; organ failure; chronic kidney disease; acute; acidosis; distress; hypercapnic acute respiratory failure; respiratory failure; copd; acute exacerbations of copd; coronary; disease; diabetes mellitus; cerebrovascular; chronic liver disease; failure,diabetes; acute respiratory failure,acute exacerbations of chronic obstructive pulmonary disease; hypercapnic respiratory failure; chronic obstructive pulmonary disease; acute; acidosis; hypercapnic acute respiratory failure; respiratory failure; disease; cardiac arrest; chronic respiratory disease; respiratory acidosis; chronic obstructive pulmonary diseases; diabetes mellitus; infection; failure
11264824,organism,0,1,0,1,0,human,,
11333955,chemical,29,33,32,11,10,alcohol; silica; carbon dots; dimethyl; carbon quantum dots; fatty acids; acyl; anhydride; chloride; rhodamine b; nitro,"silica nanoparticles; trimethylammonium chloride; 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide; quantum dots; lipids; nitro compounds; bioconjugate; dimethyl sulfoxide; iron oxide nanoparticles; bioconjugates",silica; alkanes; carbon; carbon quantum dots; amines; bromide; propyl; chloride; cholesterol; carbon dots; lipid; phospholipid; phalloidin; paraformaldehyde; triton; flavonoids; rhodamine b; ethanol; glycolipids; dimethyl; silicon; water; chitosan; nitro; alkenes; aldehyde; iron oxide; esters; phospholipids
11333955,gene_protein,2,2,4,0,2,,rpe; actin,membrane protein; trypsin
11333955,go_term,11,11,15,2,6,translational; cytoplasmic,cellular membranes; plasma membrane; uptake; intracellular; translation; cell membrane,membrane; cytoplasm; synthesis; cytoplasmic; conjugation; translational; nucleus; extracellular; membranes; degradation; cell proliferation
11333955,disease,3,3,2,1,0,breast cancer,,breast cancer; tumor; cancer
11333955,exp_methods,9,11,7,6,2,relative; mtt assay; assays; dynamic; light scattering; afm,fluorescence microscopy; transfection,atomic force microscopy; assay; mtt assay; assays; dynamic; fluorescence; light scattering; confocal microscopy; dynamic light scattering
11333955,organism,3,4,2,3,1,tree; mango trees; balb/c mice,mice,mango trees; mango; balb/c mice
11263873,chemical,12,13,12,4,3,steroid; steroids; statin; aspirin,haemoglobin; glycoprotein; bore,noradrenaline; atorvastatin; statin; apixaban; steroid; heparin; phospholipid; corticosteroids; dexamethasone; steroids; corticosteroid; enoxaparin
11263873,gene_protein,1,5,1,4,0,antibody; glycoprotein iib; autoantibodies; immunoglobulin,,troponin i
11263873,go_term,2,2,4,0,2,,breakdown; learning,membrane; platelet formation
11263873,disease,27,32,25,13,6,systemic embolisms; influenza b infection; st elevation myocardial infarction; thrombocytopenia; diabetes mellitus; artery in situ thrombosis; st)-elevation myocardial infarction; acute coronary syndrome; stemi; mi; itp; aortic root thrombosis; systemic embolism,diabetes; influenza; embolic; embolism; embolisms; infection,pulmonary embolism; cardioembolic stroke; deep venous thrombosis; st elevation myocardial infarction; thrombocytopenia; hyperlipidaemia; st)-elevation myocardial infarction; blood disorders; hypertension; mi; systemic embolism; hypercoagulability; pulmonary thromboembolism; myocardial infarction; viral infection; chest infection; cerebrovascular accident; influenza b infection; diabetes mellitus; cerebral embolism; immune thrombocytopenic purpura; systemic embolisms; immune thrombocytopenia; atrial fibrillation; infective endocarditis; idiopathic thrombocytopenic purpura; tumour
11263873,exp_methods,0,0,4,0,4,,insertion; pharmacotherapy; coronary artery bypass; percutaneous transluminal coronary angioplasty,
11263873,organism,0,1,0,1,0,influenza b,,
11312229,chemical,34,36,43,8,15,î±âlinolenic acid; sodium dodecyl; coomassie brilliant blue r-250; sulfate; î±-linolenic acid; estrogen; fatty acid; lipoprotein,linolenic acid; brilliant blue; 20:4; low-density lipoprotein cholesterol; mercaptoethanol; 18:3; insulin; sodium dodecyl sulfate; lipids; 14:0; adiponectin; 18:0; 18:2; 20:5; 17:0,coomassie brilliant blue r-250; polyacrylamide; myristic acid; isopropanol; î±-linolenic acid; eicosapentaenoic acid; lipoprotein; cholesterol; ethylenediaminetetraacetic acid; lipid; sulfuric acid; linoleic acid; î±âlinolenic acid; arachidonic acid; triacylglycerol; nitrogen; aluminum; nitrocellulose; sulfate; palmitoleic acid; glucose; stearic acid; water; carbon dioxide; sodium dodecyl; heparin; myristoleic acid; glycogen; heptadecanoic acid; heptane; oxygen; oleic acid; palmitic acid; docosahexaenoic acid
11312229,gene_protein,26,38,23,20,5,albumin; î²-oxidation enzyme; nf-îºb; glucose transporter-2; adiponectin; fatty acid transporter-2; ampkî±; acyl coa synthase; membrane fatty acid transporters; hsa; triglyceride lipase; acyl-coa dehydrogenase long chain; fatty acid transporters; -; antibodies; fatty acid transporter-1; glucose transporter-4; insulin; factor kappa b; antibody,acyl-coa dehydrogenase; serum albumin; coa synthase; glucose transporter; adipose triglyceride lipase,albumin; fatp1; glucose transporter-2; tlr4; acadl; ampkî±; acyl coa synthase; glut2; alb; acyl-coa oxidase 1; triglyceride lipase; ampk; acox1; acyl-coa dehydrogenase long chain; acrp30; acs; -; fatp2; atgl; estrogen receptors; toll-like receptor-4; glucose transporter-4; irs-2; î²-actin; peroxisome proliferator-activated receptor-î±; p65
11312229,go_term,12,14,20,2,8,binding; glucoregulation,glucose uptake; regulation of metabolism; uptake; glucose metabolism; fatty acid metabolism; translation; lipid metabolism; transport,lipolysis; membrane; autophagy; gene expression; gene expressions; death; synthesis; lipogenesis; digestion; membranes; metabolism; phosphorylation
11312229,disease,12,16,12,6,2,insulin resistance; deficiency; glucose; fatty liver disease; metabolic diseases; congenital analbuminemia,fatty liver; genetic disease,hepatic steatosis; cardiomyopathy; obesity; chronic diseases; diabetes; type 2 diabetes; glucose intolerance; non-alcoholic fatty liver disease; dyslipidemia; glucose; cardiovascular disease; fatty liver disease
11312229,exp_methods,5,5,6,1,2,assays,gene knockout; enzyme-linked immunosorbent assay,assay; assays; elisa; pcr; electrophoresis
11312229,organism,6,8,5,3,0,women; animal; men,,human; mouse; mice; animal; humans; animals
10514243,disease,9,10,9,1,0,sleep,,depression; chronic illnesses; chronic illness; dementia; substance use; cognitive impairment; cancer; heart failure; anxiety
10514243,chemical,1,1,3,0,2,,all t; singular,sodium
10514243,go_term,4,4,4,1,1,behavioral,behaviors,sleep; behavioral; aging; synthesis
11389124,chemical,41,45,39,11,5,alcohol; carbapenemase; indole; sugar; penicillin g; beta-lactamases; sulfamethoxazole; cysteine lactose; amoxicillin-clavulanic acid; carbohydrate; trimethoprim,lactose; penicillin; cephalothin; beta-lactam ring; beta-lactam antibiotics,gentamicin; ceftazidime; clavulanic acid; beta-lactamases; beta-lactams; amoxicillin-clavulanic acid; trimethoprim; aminoglycoside; cephamycin; cefazolin; trimethoprim-sulfamethoxazole; cotrimoxazole; tetracycline; meropenem; amoxicillin; carbapenem; iron; amikacin; citrate; penicillins; ciprofloxacin; amide; cefotaxime; doxycycline; ampicillin; cefoxitin; cephalosporins; carbapenemase; beta-lactam; cephalosporin; penicillin g; ceftriaxone; imipenem; chloramphenicol; carbapenems; sulfamethoxazole; cysteine lactose; hydrogen sulphide; methyl red; aztreonam; urea
11389124,gene_protein,11,15,7,9,1,tsb; -modifying enzymes; ampc beta-lactamase; extended-spectrum beta-lactamases; oxidase; cp; antimicrobial resistance extended-spectrum beta-lactamase; extended-spectrum beta lactamase; extended-spectrum beta-lactamase,beta lactamase,carbapenemase; beta-lactamases; lysine decarboxylase; beta-lactamase; ampc beta-lactamase; extended-spectrum beta lactamase; porin; extended-spectrum beta-lactamases; antimicrobial resistance extended-spectrum beta-lactamase; î²-lactamase; extended-spectrum beta-lactamase
11389124,go_term,3,6,8,4,6,plasmids; behavioral; fermentation; efflux,fimbriae; indole formation; carbohydrate fermentation; disc; discs; transport,fermentation; chewing; pigmentation
11389124,disease,40,48,29,20,1,gram-negative bacilli infections; urinary tract infection; community-acquired illnesses; uti; k; tract infections; multidrug resistance-associated infections; failure; gram-negative infection; hypertension; chronic respiratory failure; antimicrobial; multidrug; lower; gram-negative infections; mdr-associated infections; enterobacteriaceae infections; lower tract infections; tb; liver and,healthcare-associated infection,ear infection; bacterial infection; ear infections; hospital-acquired infection; chronic diseases; gram-negative bacilli infections; gram-negative bacterial infections; nosocomial infections; bacterial infections; lower respiratory tract infection; urinary tract infection; hospital-acquired infections; lower respiratory tract infections; chronic disease; immune system disorders; k; tract infections; multidrug resistance-associated infections; failure; gram-negative infection; infections; nosocomial infection; neurological disease; healthcare-associated infections; kidney failure; wound infections; chronic infectious diseases; diabetes; meningitis; wound infection; lower; gram-negative infections; bloodstream infection; mdr-associated infections; gram-negative bacterial infection; enterobacteriaceae infections; peritonitis; lower tract infections; infection; hospital acquired infection
11389124,exp_methods,1,1,1,0,0,,,assay
11389124,organism,28,36,26,13,3,. freundi; bacteria; bacilli; gram negative bacteria; viruses; gram-negative bacilli; microorganisms; enterobacter spp; facultative anaerobes; . pneumonia; h. influenzae n; gram-negative bacteria; k. puenimoniae,citrobacter; c. freundii; providencia,shigella; salmonella; . freundi; p. mirabilis; enterococcus faecalis; proteus; escherichia coli; pseudomonas aeruginosa; acinetobacter; enterobacter; e. cloacae; klebsiella; h. influenzae; e. coli; escherichia; p. aeruginosa; acinetobacter baumannii; hiv; bacteria; enterobacter spp; . pneumonia; enterobacter cloacae; p. vulgaris; serratia; k. pneumoniae; h. influenzae n; enterobacteriaceae; sheep
11361392,disease,1,1,1,0,0,,,heart failure
11339395,chemical,15,19,16,9,6,"erdafitinib; 3,5-triazine; tyrosine; infigratinib; azd4547; zoligratinib; amino acids; p; methanone","tyrosine residues; benzimidazol; atoms; glycoprotein; aqua; 1,3,5-triazine","pyrazol; indol; amino; ethane; fluoro; 3,5-triazine; tyrosine; methyl; water; amino acids; gefitinib; chemical compounds; p; hydrogen; methanone"
11339395,gene_protein,7,18,7,14,3,herg ii; herg i; kinase; cyp3a4; receptor tyrosine kinase; transcription factors; cyp2c19; p-glycoprotein ii; tyrosine kinase; cyp2c9; cyp1a2; cyp2d6; p-glycoprotein i; protein kinase,glycoprotein ii; transcription factors6; glycoprotein i,fgfr2; fibroblast growth factor receptor 2; p-glycoprotein ii; fgf; oct2; p-glycoprotein i; transcription factors
11339395,go_term,8,13,11,7,5,binding; tissue development; ligand; transmembrane; activity; excretion; metabolism,intracellular; protein binding; behavior; kinase activity; transport,binding; cell differentiation; cell growth; activity; pathogenesis; extracellular; catalytic activity; gene expression
11339395,disease,4,6,4,2,0,developmental disorders; as,,cancers; craniosynostosis; tumor; cancer
11339395,exp_methods,2,2,3,0,1,,protein folding,assay; pca
11339395,organism,1,3,1,2,0,t. pyriformis; rat,,human
10528489,chemical,15,18,17,8,7,cytochalasin b; sodium; concanavalin a; amino acid; pyruvate; hormone; d-glucose; calcium,sodium pyruvate; hoechst 33342; chorionic gonadotropin; ca2+; glucose; calcium-ion; cytochalasin,glycerol; peptide; cytochalasin b; spermidine; cysteamine; sodium; isopropanol; digitonin; pyruvate; cystine; d-glucose; calcium; paraformaldehyde; triton; gelatin
10528489,gene_protein,35,50,28,26,4,albumin; nr; kruppel-like factors; hcg; gonadotropin; transcription factor; rna pol ii; protease; prd-like homeobox tfs; prd-like homeobox tf; prd-like; transcription factors; egf; prd-like homeobox; lh; receptor; prd-like homeobox domain tf; antibodies; tf; bsa; homeobox; prd-like tfs; ii; cas9; atac; antibody,prd; serum albumin; protease inhibitor; concanavalin a,albumin; nr; lif; sox2; gsc; pou5f1; crx; rnase; rna pol ii; protease; otx2; dppa2; prd-like homeobox tfs; prd-like homeobox tf; prd-like; pitx1; nr5a2; dux4; prd-like homeobox; dppa3; luciferase; mt2c; gfp; prd-like homeobox domain tf; klf3; prd-like tfs; gata1; ii; transposase; mt2; pol ii; gaf; nanog; dppa4; polynucleotide kinase
10528489,go_term,15,16,17,4,5,binding; membrane; cytoplasmic; polyadenylation,chromatin binding; translation; oocyte maturation; nuclear membrane; breakdown,binding; membrane; cytoplasm; phosphorylation; spindle; chromosome; germinal vesicle; mitosis; embryo development; cytoplasmic; fertilization; chromatin; ribosome; embryogenesis; gene expression
10528489,disease,1,1,1,0,0,,,developmental delay
10528489,exp_methods,9,12,9,6,3,immunofluorescence; reporter assay; atac-seq; assays; seq; stacc-seq,transfection; ribo-seq; smart-seq2,rna-seq; assay; reporter assay; smart-seq; assays; pcr; genotyping; seq; flow cytometry
10528489,organism,11,13,7,6,0,renilla; c57bl/6 mice; zebrafish; animal; c57bl/6j mice; pwk/phj mice,,c57bl/6 mice; human; mouse; mice; rodents; drosophila; animal; c57bl/6j mice; t4; pwk/phj mice; animals
11195734,disease,3,5,3,2,0,neuropsychiatric disorders; water-borne diseases,,depression; infectious diseases; inflammatory diseases
11195734,chemical,3,3,3,0,0,,,carbon; carbon dioxide; water
11195734,organism,2,5,2,3,0,phytoplankton; tree; plant,,fish; human
11195734,go_term,1,1,5,0,4,,visions; regeneration; learning; breakdowns,acidification
11294917,chemical,23,30,19,18,7,formate; withastramonolide; metabolite; withanolide glycosides; 12-deoxywithastramonolide; withanolide a; glycone; digoxin-d3; withanoside iv; steroidal lactone aglycones; withanone; withanoside; aglycone; steroidal lactones; withanoside v; steroidal saponins; withanolide b; withaferin a,glycosides; ammonium formate; saponins; lactone; 1001; lactones; waters,formate; steroidal glycosides; withanolide glycosides; digoxin-d3; steroidal lactones; glycoside; sodium; steroidal lactone aglycones; steroidal saponins; withanolide; withanolide a; formic acid; withanoside iv; acetonitrile; water; withanolides; methanol; ammonium; withanoside; phenyl; digoxin; withanoside v; withanolide b
11294917,go_term,2,2,3,1,2,translational,translation; capsules,aging; translational
11294917,disease,2,2,2,0,0,,,depression; anxiety
11294917,exp_methods,2,2,3,0,1,,reverse phase chromatography,nmr; nuclear magnetic resonance
11294917,organism,5,5,5,1,1,plant,w. somnifera,withania somnifera; plant; human; rats; plants
11298704,chemical,7,7,9,0,2,,nova; hemoglobin,glucocorticoid; creatinine; galactose; budesonide; sulfuric acid; glycan; corticosteroid
11298704,gene_protein,7,24,6,20,2,albumin; shiga toxin; autoantibodies; peptidase; protease; m64-type peptidases; iga proteases; iga-p; proteases; iga-degrading proteases; -; antibodies; hemoglobin; bsa; iga-degrading; shiga toxin 2; immunoglobulin; antibody; iga protease; igg,serum albumin; toxin 2,albumin; shiga toxin; cd89; hrp; peroxidase; shiga toxin 2; alkaline phosphatase
11298704,go_term,9,10,11,2,3,protein; immune responses,mucosal immune responses; humoral immune responses; protease activities,pathogenesis; cell activation; immune response; catabolism; immune responses; glomerular filtration; class switching; digestion; excretion
11298704,disease,15,17,14,8,5,salmonella infection; iga nephropathy; escherichia-coli infection; segmental sclerosis; igan; tubular atrophy; segmental; kidney disease,sclerosis; atrophy; nephropathy; end-stage kidney disease; infection,salmonella infection; chronic kidney disease; diabetes; infections; iga nephropathy; segmental sclerosis; mucosal infection; gastrointestinal diseases; autoimmune diseases; escherichia-coli infection; mucosal infections; interstitial fibrosis; tubular atrophy; glomerulonephritis; kidney disease
11298704,exp_methods,4,4,6,0,2,,polymerization; enzyme-linked immunosorbent assay,assay; elisa; biopsy; pcr
11298704,organism,40,53,34,22,3,phascolarctobacterium; prevoltella spp; magosphaera; microbiotas; -degrading; animal; hungatella; intestinal bacteria; clostridium senus; coprobacillus sp; _; microbes; subdoligranulum; gut; bacteria; mice; commensal bacteria; microflora; clostridium bacteria; escherichia-shigella; microbiota; prevoltella,coprobacillus; escherichia-coli; transgenic mice,clostridium; shigella; lachnospiraceae; succiniclasticum; prevoltella spp; magosphaera; megamonas; eubacterium eligens; escherichia coli; lachnoclostridium; clostridium senus; coprobacillus sp; prevotellaceae; horseradish; roseburia intestinalis; clostridium ramosum; butyricicoccus; escherichia; ruminococcus torques; eubacterium ventriosum; goat; alistipes; bacteroides; eubacterium coprostanoligenes; human; mouse; bacteria; mice; enterobacteriales; alloprevotella; clostridium bacteria; humans; megasphaera; escherichia-shigella; prevotella; faecalibacterium; ruminococcus gnavus; roseburia; enterobacteriaceae; prevoltella
11291895,exp_methods,0,0,4,0,4,,gtpase; insertion; translocation; soil environments,
11291895,organism,39,55,14,45,4,heimdallarchaeia; thorarchaeia; thermoproteota; pyrococcus furiosus; hermodarchaeia; gerdarchaeales; microorganisms; animal; korarchaeales; lokiarchaeales; micrarchaeota; thermus thermophilus; acetogens; asgard archaea; helarchaeales; hadarchaeota; freyarchaeaceae; marsarchaeota; atabeyarchaeales; facultative anaerobes; acetoclastic methanogens; freyarchaeum; methanoperedens archaea; organoheterotrophs; freyarchaeota; halobacteriota; aenigmatarchaeota; njordarchaeales; bacteria; coral; methanomethylicia; medaka; methanobacteriota; sulfate-reducing bacteria; freyarchaeales; peat; thermoplasmatota; jordarchaeia; methanogen; atabeyarchaeaceae; methanogens; plant; atabeyarchaeum; methanogenic; asgardarchaeota,methanoperedens; ales; pyrococcus; freya,heimdallarchaeia; thorarchaeia; thermoproteota; pyrococcus furiosus; hermodarchaeia; gerdarchaeales; nanoarchaeota; thermoproteales; korarchaeales; lokiarchaeales; micrarchaeota; halobacteriales; asgard archaea; helarchaeales; hadarchaeota; freyarchaeaceae; desulfitobacterium hafniense; marsarchaeota; atabeyarchaeales; e. coli; archaea; methanosarcina; freyarchaeum; methanoperedens archaea; thermoplasmatales; freyarchaeota; halobacteriota; aenigmatarchaeota; njordarchaeales; bacteria; methanomicrobia; eukaryotes; freyarchaeales; methanogen; thermoplasmatota; jordarchaeia; atabeyarchaeaceae; atabeyarchaeum; asgardarchaeota
11291895,gene_protein,98,131,56,87,12,"methyl viologen reducing hydrogenase; undefined corrinoid protein; carbon monoxide dehydrogenase complex; respiratory complex i; aldehyde ferredoxin oxidoreductases; gor; adp-dependent acetyl-coa synthetase; mtrh-like; mtra-h; redox proteins; sugar transporters; codh; nadp-coupled [nife] hydrogenases; based aor-type enzyme; [nife] hydrogenases; peroxiredoxin family protein; methyl-coenzyme m reductase; type iii ribulose 1,5-bisphosphate carboxylase; molybdenum-containing hydroxylase; 2-pyruvate:ferredoxin oxidoreductase; aor; pyruvate water dikinase; ch 3 -h 4 mpt-dependent methyltransferase subunit h; benzyl; acs; acetyl-coa synthase; -; for; mtbc-like; prx-like; aldehyde-ferredoxin oxidoreductases; escrt-i-iii; phosphoseryl-trna kinase; mttb-like; heterodisulfide reductase; glycine; aldehyde:ferredoxin oxidoreductases; succinate dehydrogenase; proton-translocating; -hydrogenase; atp synthase; nife] hydrogenase; methyltransferases; atp synthases; nife]-hydrogenases; fumarate hydratase; ch 3 -h 4 mpt-dependent methyltransferase subunit a; emp; g6p; maturation factor; 2-oxoglutarate ferredoxin reductase; mtra-like; sec-specific elongation factor; succinate synthase; aldehyde ferredoxin oxidoreductase; cob-com heterodisulfide reductase; sec elongation factor; selenophosphate synthetase; pyruvate:ferredoxin oxidoreductase; amino acid transporters; iron-sulfur subunit; gtpase; fae; /a-type h + /na + transporting atpase subunit d; pk; +; rab-like gtpase; h + antiporters; -bound group 4 [nife]-hydrogenases; aerobic co dehydrogenases; h; ribosomal protein; pyruvate:phosphate dikinase; succinyl-coa synthetase; ph; a-type h + /na + -transporting atpase subunit k; 2-oxoacid ferredoxin oxidoreductase; 5,10-methylene-h4-methanopterin dehydrogenase; fe-mn superoxide dismutase; respiratory enzymes; nuo-like; trimethylamine methyltransferase; dependent methyltransferase; ras; selenoproteins; pyruvate-ferredoxin oxidoreductase; methyltransferase",ferredoxin reductase; atpase; peroxiredoxin; catalases; cob; prx; trimethylamine methyltransferase mttb; coa synthase; acetyl-coa synthetase; codh/acs; superoxide dismutase; nadh,"complex i; methyl viologen reducing hydrogenase; carbon monoxide dehydrogenase complex; beta-glucosidase; gelsolin; xor; hydrogenases; gcvh; mtd; respiratory complex i; hdra; aldehyde ferredoxin oxidoreductases; phosphoenolpyruvate synthase; catalase; ntpd; hps; adp-dependent acetyl-coa synthetase; mtrh-like; mtra-h; hyad; sod2; adh; sugar transporters; pstk; codh; nadp-coupled [nife] hydrogenases; glycerol kinase; [nife] hydrogenases; peroxiredoxin family protein; jab1; 2-pyruvate:ferredoxin oxidoreductase; pyruvate kinase; mttb; acs; acetyl-coa synthase; -; for; mrp; prx-like; aldehyde-ferredoxin oxidoreductases; hydrogenase; tetrahydromethanopterin s-methyltransferase subunit a; mttb-like; sps; aldehyde:ferredoxin oxidoreductases; methylenetetrahydrofolate reductase; mthfr; succinate dehydrogenase; mtr; -hydrogenase; atp synthase; nife] hydrogenase; pyruvate formate-lyase; acetate-coa ligase; methyltransferases; atp synthases; ubiquitin; hyce; mcr; nife]-hydrogenases; fumarate hydratase; 2-oxoglutarate ferredoxin reductase; mtra-like; succinate synthase; aldehyde ferredoxin oxidoreductase; cob-com heterodisulfide reductase; fwdb; catalase-peroxidase; selenophosphate synthetase; pyruvate:ferredoxin oxidoreductase; amino acid transporters; formate dehydrogenase; gtpase; /a-type h + /na + transporting atpase subunit d; rab-like gtpase; atpe; h + antiporters; -bound group 4 [nife]-hydrogenases; aerobic co dehydrogenases; pyruvate-formate lyase; h; nife-hydrogenase; succinyl-coa synthetase; ph; a-type h + /na + -transporting atpase subunit k; 2-oxoacid ferredoxin oxidoreductase; 5,10-methylene-h4-methanopterin dehydrogenase; fe-mn superoxide dismutase; trimethylamine methyltransferase; ras; por; acetyl coa synthetase; ferredoxin; pyruvate-ferredoxin oxidoreductase; sec synthase; pfld; carbon monoxide dehydrogenase; methyltransferase"
