ext_id,ann_type,partial_match_count,total_ml_count,total_dict_count,found_in_ml_not_in_dict_count,found_in_dict_not_in_ml_count,ml_not_in_dict,dict_not_in_ml,partial_matches
38393028,go_term,3,3,2,1,0,mitochondrial,,mitochondria; mitophagy; mitochondrial
38393028,disease,2,2,2,0,0,,,neurodegenerative diseases; neurological disorders
38393028,organism,1,1,1,0,0,,,human
39462571,disease,6,7,7,3,3,acute invasive fungal rhinosinusitis; acute; invasive fungal rhinosinusitis,rhinosinusitis; proptosis; pathological processes,acute invasive fungal rhinosinusitis; granuloma; tolosa-hunt syndrome; fungal infection; orbital apex syndrome; invasive fungal rhinosinusitis
39462571,exp_methods,1,1,1,0,0,,,biopsy
39462571,chemical,3,3,3,0,0,,,voriconazole; corticosteroid; corticosteroids
39462571,organism,1,1,2,0,1,,man,aspergillus
39251469,disease,4,7,6,3,2,oscc; lscc; ptc,malignancy; malignancies,tumour; head and neck cancers; laryngeal squamous cell carcinoma; papillary thyroid carcinoma
39251469,exp_methods,1,1,1,1,1,fluorescence,fluorescence imaging,fluorescence
39251469,gene_protein,3,5,4,3,2,integrin î±vî²6; c-met; vegf-î±,epcam; vegf,cea; egfr; vegf-î±
39251469,chemical,0,0,1,0,1,,-met,
39459430,disease,6,7,7,2,2,diabetes mellitus; dm type 2,obese; diabetes,obesity; renal failure; type 2 diabetes mellitus; diabetes mellitus; cardiovascular disease; kidney disease
39459430,organism,0,1,0,1,0,women,,
39459430,go_term,0,0,1,0,1,,median body,
39463633,disease,2,4,3,3,2,oligoarticular; breast cancer; calcium pyrophosphate disease,pseudogout; cancer,breast cancer; arthritis
39463633,chemical,0,0,1,0,1,,calcium pyrophosphate,
39465906,exp_methods,0,0,1,0,1,,polymerization,
39465906,chemical,2,3,2,1,0,succinonitrile,,nanofibers; lithium
39465906,go_term,0,0,1,0,1,,interphase,
39464258,disease,2,2,3,0,1,,child maltreatment,child abuse; substance use
39464258,chemical,0,1,0,1,0,opioid,,
39464258,go_term,0,0,1,0,1,,behaviors,
38331370,disease,0,0,2,0,2,,graft failure; ligamentous laxity,
39182671,disease,3,3,4,1,2,hematological,minimal residual disease; hematological malignancy,hematological malignancies; hematologic malignancies; hematological
39182671,exp_methods,3,4,2,2,0,assays; rna-sequencing,,rna-seq; rna-sequencing; pcr
39182671,gene_protein,6,6,6,0,0,,,pml; runx1t1; rara; myh11; runx1; cbfb
39182671,go_term,1,1,1,0,0,,,gene expression
PPR931297,disease,2,2,2,1,1,pulmonary vascular disease,vascular disease,pulmonary arterial hypertension; pulmonary vascular disease
39459791,gene_protein,0,0,1,0,1,,nir,
39459791,chemical,1,1,1,0,0,,,nanostructures
39459791,organism,3,3,2,1,0,butterfly,,butterfly; butterflies; nymphalidae
39459791,go_term,1,1,1,0,0,,,thermoregulation
38059366,exp_methods,0,0,1,0,1,,acetylation,
38059366,organism,0,1,0,1,0,bacteria,,
38059366,gene_protein,0,4,0,4,0,histone; histone-like nucleoid-structuring protein; h-ns; vi,,
38059366,chemical,0,3,1,3,1,amino acid; lysine; acetyllysine,histone,
38059366,go_term,2,4,4,2,2,binding; type,nucleoid; response to amino acid,secretion; posttranslational modifications
39458519,gene_protein,0,0,1,0,1,,beta2,
39458519,exp_methods,0,0,1,0,1,,translocation,
39458519,chemical,0,0,1,0,1,,delta,
39458519,organism,1,1,1,0,0,,,human
39458819,organism,2,2,1,1,0,olive,,olive; olives
39458819,go_term,3,5,4,3,2,self-incompatibility; pollen tube; incompatibility,pollen tube growth; pollen-pistil interaction,fertilization; pollination; pollen tube
38405697,exp_methods,3,3,2,1,0,rna-sequencing,,rna-seq; rna-sequencing; scrna-seq
PPR720763,disease,1,1,3,0,2,,refractive errors; cycloplegia,astigmatism
PPR720763,organism,1,1,1,0,0,,,human
39457075,gene_protein,1,2,1,1,0,heat shock protein,,hsp90
39457075,chemical,4,4,4,0,0,,,macrolide; geldanamycins; benzoquinone; geldanamycin
39457075,organism,1,2,1,1,0,animal,,streptomyces hygroscopicus
39457075,disease,1,1,1,0,0,,,cancer
39461391,gene_protein,0,0,1,0,1,,bma,
39461391,chemical,4,5,4,2,1,volatile organic compounds; cysteine,organic compounds,volatile organic compounds; acetyl; creatinine; phenyl
39461391,disease,1,2,1,1,0,metabolic syndrome,,high blood pressure
39466496,gene_protein,0,0,1,0,1,,pci,
39462259,chemical,0,0,1,0,1,,torque,
39462259,go_term,0,0,2,0,2,,memory; behavior,
39466771,go_term,0,1,0,1,0,organization,,
39297503,disease,0,2,0,2,0,-19; covid-19,,
PPR929440,disease,1,1,1,0,0,,,pneumococcal pneumonia
PPR929440,exp_methods,4,4,3,2,1,assays; fluorescence,fluorescence microscopy,assay; assays; confocal microscopy; fluorescence
PPR929440,organism,5,6,5,1,0,pneumococci,,human; mouse; mice; humans; streptococcus pneumoniae
PPR929440,gene_protein,0,3,0,3,0,antibody; spn; antibodies,,
PPR929440,go_term,1,1,1,0,0,,,capsule
39456635,disease,4,6,4,2,0,precancerous; psychological distress,,cervical cancer; anxiety; cervical-cancer; dysplasia
39456635,exp_methods,1,1,1,0,0,,,biopsy
39456635,chemical,0,1,0,1,0,alcohol,,
39460096,disease,1,1,1,0,0,,,vascular diseases
39460096,chemical,1,1,1,0,0,,,glucose
39460096,organism,1,1,1,0,0,,,human
PPR881233,disease,1,1,2,0,1,,depressed mood,cancer
39462941,disease,7,11,8,4,1,iris cyst; amblyopia; cyst; iris cysts,defect,astigmatism; iridocyclitis; band keratopathy; corneal edema; corneal decompensation; secondary glaucoma; strabismus
39462941,chemical,2,3,2,2,1,steroids; mitomycin-c,mitomycin,mitomycin-c; salt
39462941,go_term,0,0,1,0,1,,cyst wall,
39458370,gene_protein,0,0,1,0,1,,vlp1,
39458370,exp_methods,2,2,2,1,1,low-fluorescence,fluorescence,flow cytometry; low-fluorescence
39458370,chemical,1,1,1,0,0,,,carbon
39458370,organism,0,3,0,3,0,bacterioplankton; nanoflagellates; viruses,,
39462048,disease,1,4,1,3,0,covid-19 syndrome; covid-19; covid-19 infection,,type 2 diabetes
39462048,chemical,2,2,2,0,0,,,oxygen; glucocorticoid
39462048,go_term,0,1,0,1,0,mitochondrial,,
39448714,go_term,1,1,2,0,1,,learning,vision
39464150,disease,7,8,8,2,2,clear renal cell carcinoma; gbm,mimicry; renal cell carcinoma,glioblastoma; melanoma; solid tumors; tumor; clear renal cell carcinoma; gliomas; colorectal cancer
39464150,gene_protein,5,6,7,1,2,cd8,mda5; interferon,rig-i; pd-l1; irf3; znf638; zinc finger protein 638
39464150,organism,1,1,1,0,0,,,mice
39464150,go_term,1,1,2,0,1,,intracellular,immune responses
39464895,gene_protein,2,3,2,2,1,il-12; cytokines,hemoglobin,il-12; il-21
39464895,chemical,1,1,1,0,0,,,creatinine
39464895,go_term,1,1,1,0,0,,,immune response
39464895,disease,3,4,3,1,0,sle,,autoimmune diseases; lupus nephritis; systemic lupus erythematosus
39464895,exp_methods,3,3,3,1,1,assay,enzyme-linked immunosorbent assay,assay; elisa; pcr
39464895,organism,1,1,1,0,0,,,human
39457073,gene_protein,1,5,2,4,1,osga2ox10; cat; pod; sod,ga4,slr1
39457073,chemical,1,1,1,0,0,,,superoxide anion
39457073,go_term,4,4,3,2,1,germination; synthesis-related,synthesis,germination; seed germination; metabolism; synthesis-related
39457073,exp_methods,2,3,4,1,2,assays,y2h; mda,co-ip; pcr
39457073,organism,2,2,1,1,0,rice seeds,,rice; rice seeds
39147219,disease,2,3,2,2,1,ac; lip disorder,precancerous lesions,ac; actinic cheilitis
39147219,chemical,2,2,2,0,0,,,chitosan; imiquimod
39463052,chemical,2,2,4,0,2,,nanosheet; nanosheets,oxygen; water
39461328,chemical,1,3,2,2,1,oxygen; cholesterol,histone,squalene
39461328,gene_protein,6,7,6,2,1,histone lysine demethylase 4a; c-jun,demethylase,jnk; gabpa; kdm4a; sqle; squalene epoxidase; histone lysine demethylase 4a
39461328,go_term,3,3,3,2,2,synthesis; phosphorylation,cholesterol synthesis; jun phosphorylation,synthesis; chromatin; phosphorylation
39461328,disease,4,4,3,1,0,bladder cancer,,tumors; tumor; cancer; bladder cancer
39461328,exp_methods,1,1,1,0,0,,,xenograft
39460231,go_term,0,0,2,0,2,,behaviors; behavior,
39458462,disease,2,3,3,1,1,metabolic syndrome,increased blood pressure,hypertension; dyslipidemia
39458462,chemical,9,9,10,0,1,,lipids,cholesterol; triglycerides; lipid; fructose; sphingolipids; cholesterol esters; diglycerides; glucose; phospholipids
39458462,organism,3,3,3,0,0,,,rats; rat; animals
38405721,disease,1,1,1,0,0,,,dengue
38405721,organism,0,2,0,2,0,virus; dengue virus,,
39463894,disease,1,1,1,0,0,,,chronic diseases
39461480,exp_methods,0,0,1,0,1,,nucleic acid amplification,
39461480,gene_protein,0,1,0,1,0,nat,,
39461480,organism,2,2,2,1,1,hepatitis c virus,hepatitis c,hcv; hepatitis c virus
39459870,disease,8,9,8,4,3,lsd; -borne; bovine ephemeral fever; infectious animal diseases,arthropod-borne viral diseases; ephemeral fever; animal diseases,viral infection; bovine ephemeral fever; viral diseases; infectious animal diseases; -borne; lumpy skin disease; viral infections; foot and mouth disease
39459870,organism,15,17,14,5,2,arthropod; viruses; bovine ephemeral fever virus; animal; lumpy skin disease virus,bovine; domestic cattle,lsdv; poxviridae; foot and mouth disease virus; ephemerovirus; viruses; fmdv; bovine ephemeral fever virus; aphthovirus; animal; cattle; water buffalo; rhabdoviridae; picornaviridae; chordopoxvirinae; animals
38869515,chemical,2,2,2,0,0,,,cocaine; glutamate
38869515,gene_protein,1,3,1,3,1,mglu5 receptor; metabotropic glutamate receptor subtype 5; mglu5,metabotropic glutamate receptor,metabotropic glutamate receptor subtype 5
38869515,go_term,1,1,1,0,0,,,locomotion
38869515,disease,3,3,3,1,1,cocaine use disorder,cocaine use,psychiatric disorders; brain disorder; cocaine use disorder
38869515,organism,1,1,1,0,0,,,rats
39412403,exp_methods,1,1,1,0,0,,,x-ray
39412403,chemical,4,5,5,1,1,oxides,electron,plutonium; fluorite; sodium; uranium
39412403,organism,0,0,1,0,1,,oxides,
39073696,gene_protein,3,4,3,1,0,luteinizing hormone,,prolactin; igf-1; acth
39073696,chemical,2,2,3,0,1,,luteinizing hormone,testosterone; cortisol
39073696,organism,0,1,1,1,1,men,t4,
39073696,disease,2,5,2,3,0,traumatic brain injury; brain injury; endocrine dysfunction,,hypopituitarism; hypogonadism
39465868,disease,0,3,1,3,1,keloid disease; keloids; keloid,scars,
39465868,gene_protein,0,1,1,1,1,bbj-a,ebi,
39465868,organism,1,2,2,1,1,microbiota,finegoldia,bacteroides
39464896,gene_protein,17,19,18,2,1,protein kinase d1; chemokines,th1,cxcl9; cxcr3; cxcl10; ccl2; ccr6; cxcl2; tnfî±; il-6; ccl3; surface proteins; ifnî³; cxcl11; ccl20; cxcl1; ccl4; pkd1; il-17a
39464896,chemical,1,1,1,0,0,,,hematoxylin
39464896,go_term,0,0,2,0,2,,hypersensitivity; granuloma formation,
39464896,disease,4,6,4,5,3,allergic alveolitis; inflammation; hp; granuloma; hypersensitivity pneumonitis,pulmonary inflammation; pneumonitis; extrinsic allergic alveolitis,allergic alveolitis; alveolitis; inflammation; hypersensitivity pneumonitis
39464896,exp_methods,3,3,3,1,1,assay,enzyme-linked immunosorbent assay,assay; flow cytometry; pcr
39464896,organism,3,3,3,0,0,,,mice; s. rectivirgula; saccharopolyspora rectivirgula
39393064,disease,2,2,3,0,1,,childhood obesity,substance abuse; obesity
39393064,chemical,0,1,0,1,0,alcohol,,
PPR727729,exp_methods,2,2,2,0,0,,,assay; transmission electron microscopy
PPR727729,organism,0,2,0,2,0,sars-cov-2; pseudovirus,,
PPR727729,chemical,1,1,3,0,2,,nanostructure; delta,nanostructures
PPR727729,gene_protein,0,3,2,3,2,antibodies; antibody; spike protein,sars; rbd,
PPR727729,go_term,1,1,1,1,1,binding,receptor binding,binding
39466340,chemical,4,4,4,2,2,hydroxydopamine; 6,6-hydroxydopamine; delta,hydroxydopamine; puerarin; 6; dopamine
39466340,gene_protein,1,2,1,1,0,nmdar,,n-methyl-d-aspartate receptor
39466340,go_term,2,2,2,0,0,,,nucleus; locomotion
39466340,disease,2,3,2,1,0,pd,,parkinson's disease; neurodegenerative disorder
39466340,organism,4,4,3,1,0,icr mice,,mice; icr mice; animals; mouse
38738639,disease,8,10,7,3,0,upper respiratory tract infections; urti; vitamin a deficiency,,infections; xerophthalmia; acute infectious disease; respiratory tract infections; malnutrition; retinol deficiency; upper respiratory tract infections; acute upper respiratory tract infections
38738639,chemical,1,3,2,2,1,vitamin a; vitamin e,all-trans-retinol,retinol
38738639,organism,1,2,1,1,0,women,,hiv
38738639,go_term,1,1,1,0,0,,,synthesis
39162271,gene_protein,0,1,0,1,0,pbp2a,,
39162271,chemical,2,4,2,2,0,phenolics; phenolic compounds,,vitexin; ceftazidime
39162271,organism,6,6,5,1,0,begenia ligulata,,bergenia ciliata; bergenia stracheyi; begenia ligulata; bergenia; bergenia purpurascens; s. aureus
39162271,go_term,2,3,2,1,0,binding,,cell wall; biosynthesis
39238408,gene_protein,6,10,9,4,3,type 3 deiodinase; thyroid hormone receptors; polymerase; silence-regulatory protein 1,lps; clp; pgc1î±,sirt1; î²-tubulin; peroxisome proliferator-activated receptor-î³ coactivator-1î±; monocarboxylate transporter 10; mct10; dio3
39238408,chemical,1,1,2,0,1,,thyroid,lipopolysaccharide
39238408,go_term,4,4,4,2,2,localization; mitochondrial,cellular localization; intracellular,nucleus; localization; mitochondrial; mitochondria
39238408,disease,1,1,1,0,0,,,sepsis
39238408,exp_methods,6,6,8,1,3,immunofluorescence,nuclear translocation; translocation; acetylation,immunofluorescence; assay; fluorescence; co-immunoprecipitation; electron microscopy; transmission electron microscopy
39238408,organism,2,4,2,2,0,lentivirus; adeno-associated virus,,rats; rat
PPR722981,disease,0,0,2,0,2,,multiple pregnancies; triplet pregnancies,
PPR722981,go_term,1,1,1,0,0,,,fertilization
39466678,exp_methods,2,2,3,0,1,,protein folding,nmr; nuclear magnetic resonance
39466678,chemical,2,2,2,0,0,,,fluorine; peptides
39464378,disease,2,2,1,1,0,breast cancer,,breast cancer; cancer
39457025,gene_protein,4,6,5,3,2,melatonin 2 receptor; lc3-ii; cd4,lc3; mt2,bax; ifn-î³; p62; lc3-ii
39457025,chemical,1,2,2,1,1,oxygen,melatonin,fluorescein
39457025,go_term,2,2,2,0,0,,,autophagy; inflammatory responses
39457025,exp_methods,1,1,1,1,1,tunel assay,assay,tunel assay
39457025,organism,2,2,1,1,0,c57bl/6 mice,,mice; c57bl/6 mice
39459700,exp_methods,1,1,1,0,0,,,scanning electron microscopy
39459700,chemical,3,3,4,0,1,,cucurbit[n]urils,cucurbit[6]uril; water; hydroxyapatite
39459700,organism,0,0,1,0,1,,composite,
39463304,chemical,1,1,1,0,0,,,manganese
39463304,gene_protein,2,5,1,5,1,stimulator of interferon genes; sting; lnp; type i interferon; tumor antigen,interferon,type i interferon; stimulator of interferon genes
39463304,go_term,2,2,3,0,1,,translation,antigen presentation; secretion
39463304,disease,6,6,7,0,1,,tumor progression,melanoma; colon tumor; infectious diseases; solid tumors; tumor; cancer
39463304,organism,1,1,1,0,0,,,mice
39383675,disease,1,1,1,0,0,,,addiction
39459576,exp_methods,0,0,1,0,1,,rsa,
39459576,chemical,2,3,2,1,0,proline,,salt; chlorophyll
39459576,organism,10,12,8,6,2,l; plant; arbuscular mycorrhizal fungi; symbiosis; rhizophagus fasciculatum; amf,rhizophagus; c. ciliaris,cenchrus ciliaris; l; funneliformis mosseae; plant; arbuscular mycorrhizal fungi; r. intraradices; rhizophagus fasciculatum; claroideoglomus etunicatum; fungi; plants
39459576,go_term,2,2,3,0,1,,arbuscules,vesicles; symbiosis
38488570,disease,2,3,3,1,1,pe,high blood pressure,preeclampsia; pregnancy disorder
38488570,chemical,5,6,5,1,0,dihydralazine,,methyldopa; diltiazem; ketanserin; nicardipine; labetalol
39458941,gene_protein,0,0,2,0,2,,gpt; orca,
39458941,organism,1,1,2,0,1,,gemma,human
39458941,go_term,0,0,1,0,1,,learning,
39466822,disease,0,0,1,0,1,,congestion,
39466822,go_term,0,1,0,1,0,transportation,,
38676934,go_term,1,1,1,1,1,behavioral,behavior,behavioral
16710322,chemical,3,5,3,3,1,astressin b; antalarmin; methylatropine,astressin,astressin b; nitrate; water
16710322,gene_protein,5,5,4,2,1,crf) receptor; corticotropin-relasing factor,corticotropin,crf-r1; crf) receptor; crf; glucocorticoid receptor; corticotropin-relasing factor
16710322,go_term,1,1,1,0,0,,,death
16710322,disease,0,0,1,0,1,,bradycardia,
16710322,organism,1,2,2,1,1,animal,rat,rats
39465944,disease,5,5,5,0,0,,,neurodegenerative diseases; alzheimer's disease; parkinson's disease; hereditary spastic paraplegia; amyotrophic lateral sclerosis
39465944,exp_methods,2,3,1,2,0,assays; split,,assays; assay
39465944,gene_protein,1,1,1,0,0,,,luciferase
39465944,chemical,0,1,0,1,0,lipid,,
39465944,go_term,7,7,6,4,3,mitophagosome; death; endoplasmic; mitochondrial,contact sites; lipid homeostasis; cell death,mitophagosome; endoplasmic reticulum; mitochondrial; death; endoplasmic; mitochondria; autophagosome
39461208,disease,0,1,0,1,0,covid-19,,
39461208,go_term,0,0,1,0,1,,behaviour,
39460242,chemical,1,1,1,0,0,,,water
39460242,organism,1,1,1,0,0,,,human
39093677,go_term,0,0,1,0,1,,behavior,
39467192,disease,1,2,1,1,0,functional,,neurological disorder
39461691,disease,3,3,3,0,0,,,melanoma; tumor; cancer
39461691,gene_protein,0,1,0,1,0,cytokine,,
39461691,go_term,2,3,1,3,1,secretion; surface; to,cytokine secretion,secretion; to
39460301,gene_protein,0,1,2,1,2,antibody,afm; isa,
39460301,go_term,2,3,2,1,0,-,,secretion; protein synthesis
39460301,disease,1,1,1,0,0,,,chlamydial infection
39460301,exp_methods,1,2,1,1,0,afm,,atomic force microscopy
39460301,organism,5,5,5,0,0,,,mouse; mice; humans; chlamydia trachomatis; chlamydia muridarum
39464670,chemical,18,23,15,10,2,1-tridecene; acetate; undecylbenzene; acid; fatty acids; 3; phenylhexadecanoic acid; ethyl; steroids; phenolics,"ethyl acetate; 3,4-dihydroxybenzoic acid",pentadecanoic acid; tetradecanoic acid; acetate; stigmasterol; dodecanoic acid; flavonoid; methanol; acid; lignin; alkaloids; phytosterol; 3; triterpenoids; phenylhexadecanoic acid; trimyristin; flavonoids; ethyl; acetylcholine
39464670,gene_protein,3,4,2,2,0,butyrylcholinesterase; ache,,acetylcholinesterase; butyrylcholinesterase; cholinesterase
39464670,go_term,1,1,2,0,1,,antioxidant activity,aging
39464670,disease,1,2,1,1,0,ad,,alzheimer's disease
39464670,organism,2,4,2,3,1,h. polyspherula; plant; horsfieldia polyspherula,horsfieldia,myristicaceae; horsfieldia polyspherula
PPR886464,go_term,1,1,2,0,1,,learning,synthesis
39464418,disease,9,10,11,3,4,obstructive sleep apnea-hypopnea syndrome; large-artery atherosclerosis; osahs,obese; apnea; atherosclerosis; hypopnea syndrome,stroke; diabetes; hypertension; cerebral infarction; hyperhomocysteinemia; migraine; large-artery atherosclerosis; heart disease; obstructive sleep apnea-hypopnea syndrome
39464418,chemical,0,1,0,1,0,alcohol,,
39464418,go_term,0,0,1,0,1,,sleep,
38425752,disease,1,2,1,1,0,snakebite,,tropical disease
38425752,organism,2,3,2,1,0,snake,,mice; human
38425752,chemical,1,1,1,0,0,,,peptides
38425752,gene_protein,1,3,1,2,0,antibody; antibodies,,protein g
38425752,go_term,0,1,0,1,0,binding,,
39461108,disease,1,1,1,0,0,,,depression
38389799,disease,0,1,0,1,0,gut disorders,,
38389799,chemical,4,5,5,1,1,vitamin b12,cyano,hydroxy; propionate; succinate; adenosyl
38389799,organism,8,9,7,3,1,microbes; bacteria; blautia,blautia producta,human; blautia; bacteria; blautia hydrogenotrophica; marvinbryantia formatexigens; a. muciniphila; bacteroides thetaiotaomicron; akkermansia muciniphila
38389799,go_term,1,1,1,1,1,metabolism,propionate metabolism,metabolism
PPR931283,disease,2,3,2,1,0,sad,,seasonal affective disorder; depression
PPR931283,gene_protein,2,2,2,0,0,,,sert; slc6a4
PPR931283,go_term,1,1,1,0,0,,,methylation
39465687,disease,2,2,2,1,1,auditory hallucinations,hallucinations,schizophrenia; auditory hallucinations
39465687,gene_protein,1,1,2,1,2,kininogen l,l protein; kininogen,kininogen l
39465687,go_term,0,1,0,1,0,binding,,
PPR726188,gene_protein,1,2,1,1,0,dopamine receptor d2,,janus kinase 2
PPR726188,chemical,0,0,2,0,2,,lead compounds; dopamine,
PPR726188,go_term,0,1,0,1,0,binding,,
39464228,disease,0,2,0,2,0,pns; pilonidal sinus,,
39460282,disease,2,3,3,1,1,smallpox,variola,fowlpox; infection
39460282,gene_protein,3,5,4,4,3,l1; tissue plasminogen activator; transmembrane protein; antibodies,plasminogen activator; cef; l1r,l1; tpa; tissue plasminogen activator
39460282,organism,5,6,6,1,1,variola,smallpox,rabbit; primate; primates; human; vaccinia virus
39460282,go_term,4,5,5,2,2,secretion; cytoplasmic,cellular secretion; morphogenesis,secretion; membrane; localizations; virions
39462501,disease,2,2,5,0,3,,penicillin allergy; anaphylaxis; allergic reactions,allergy; angioedema
39462501,chemical,7,9,5,4,0,penicillin v; antihistamines; steroids; penicillin g,,penicillins; penicillin v; penicillin; penicillin g; adrenaline; amoxicillin; ampicillin
39463650,disease,3,6,5,4,3,hernia; diaphragmatic hernia; hernias; pericardial,defects; trauma; defect,systemic lupus erythematosus; pericardial; pericardial effusions
39462584,disease,3,3,3,1,1,hematologic tumors,tumors,hematologic tumors; shwachman-bodian-diamond syndrome; shwachman-diamond syndrome
39462584,chemical,2,2,2,1,1,phenylindole,"4',6-diamidino-2-phenylindole",phenylindole; nocodazole
39462584,gene_protein,1,4,1,3,0,kinase; threonine tyrosine kinase; sbds,,sac
39462584,go_term,11,11,9,3,1,spindle assembly; chromosomal; spindles,mitotic spindles,microtubules; chromosome; cell cycle; spindle assembly checkpoint; mitosis; spindle assembly; chromosomes; chromosomal; pathogenesis; spindles; phosphorylation
39284437,organism,1,1,1,0,0,,,human
39284437,go_term,0,0,1,0,1,,learning,
39466777,disease,0,0,1,0,1,,cond,
39466777,go_term,0,0,1,0,1,,swimming,
38414221,organism,0,1,0,1,0,beach,,
39461421,disease,2,2,2,2,2,idiopathic trigeminal neuralgia type 1; trigeminal neuralgia type 1,trigeminal neuralgia; idiopathic trigeminal neuralgia,idiopathic trigeminal neuralgia type 1; trigeminal neuralgia type 1
39461421,chemical,0,0,1,0,1,,gamma,
PPR931442,chemical,1,1,1,0,0,,,methane
PPR931442,gene_protein,0,0,1,0,1,,bmp,
PPR931442,organism,1,4,1,3,0,microbiota; rumen; microorganisms,,corn
PPR931442,go_term,2,2,2,0,0,,,degradation; digestion
39463620,organism,1,1,1,0,0,,,human
39465411,chemical,2,3,2,1,0,perfluoroalkyl,,hydrocarbon; carbon atoms
39458645,chemical,1,1,1,0,0,,,lipopolysaccharide
39458645,gene_protein,2,3,3,1,1,cxcl-1,thp,mpo; myeloperoxidase
39458645,go_term,4,4,3,2,1,vesicles; extracellular,regeneration,inflammatory response; vesicles; extracellular vesicles; extracellular
39458645,disease,2,4,2,2,0,ards; acute lung injury,,infection; acute respiratory distress syndrome
39458645,exp_methods,0,0,1,0,1,,bronchoalveolar lavage,
39458645,organism,3,3,3,0,0,,,rats; p. aeruginosa; animals
39167209,disease,4,6,3,4,1,patent ductus arteriosus; atrial septal defect; tetralogy of fallot; ventricular septal defect,defect,congenital heart disease; atrial septal defect; congenital heart diseases; ventricular septal defect
39167209,go_term,1,1,1,0,0,,,gestation
PPR726083,chemical,3,3,4,0,1,,retina,melatonin; water; hydrogen
PPR726083,organism,2,2,2,0,0,,,mammals; human
PPR726083,go_term,4,4,4,0,0,,,sleep; nucleus; metabolism; circadian rhythm
39459630,chemical,0,1,2,1,2,amino acids,nucleobases; organic molecules,
39459630,organism,0,1,0,1,0,plant,,
39239953,disease,1,1,1,0,0,,,allergic rhinitis
39239953,exp_methods,2,2,3,0,1,,pharmacotherapy,elisa; flow cytometry
39239953,organism,0,1,0,1,0,house dust mite,,
39239953,gene_protein,4,9,4,5,0,immunoreceptor; cell immunoglobulin and mucin domain containing molecule-3; t cell immunoreceptor; lymphocyte activation gene 3; cd4,,cytotoxic t lymphocyte-associated antigen 4; ctla-4; lag-3; programmed cell death protein-1
39239953,chemical,0,1,0,1,0,tyrosine,,
39239953,go_term,0,0,2,0,2,,lymphocyte activation; tolerance induction,
39458382,gene_protein,0,0,1,0,1,,tsa,
39458382,chemical,1,1,1,1,1,dipropylene glycol,glycol,dipropylene glycol
39458382,organism,5,5,5,0,0,,,bacteria; klebsiella pneumoniae; s. aureus; staphylococcus aureus; k. pneumoniae
38958609,exp_methods,1,1,1,0,0,,,x-ray
38958609,chemical,6,8,6,3,1,hydrazonoyl chlorides; nitrilimine; chlorination,chlorides,oxadiazole; halogen; halogen compounds; hydrazonoyl chlorides; chloride; carbamoyl
38958609,gene_protein,0,0,1,0,1,,nhc,
38958609,go_term,1,1,2,0,1,,protein modification,membrane
39462171,chemical,0,1,0,1,0,nucleotide,,
39462171,gene_protein,2,2,1,1,0,hla,,hla; hla-a
39455725,disease,0,0,3,0,3,,eyestrain; eyestrains; visual fatigue,
39455725,organism,0,2,0,2,0,women; men,,
39455725,go_term,0,1,0,1,0,transportation,,
39458489,disease,3,3,3,0,0,,,gastrointestinal diseases; irritable bowel syndrome; inflammatory bowel disease
39458489,chemical,4,6,4,2,0,glutamine; vitamin d,,anthocyanins; zinc; short-chain fatty acids; polyphenols
39458489,organism,1,2,1,1,0,microbiota,,human
39463764,disease,3,3,3,1,1,oa,defect,cartilage diseases; oa; osteoarthritis
39463764,chemical,2,2,2,0,0,,,polysaccharides; polysaccharide
39463764,gene_protein,0,0,1,0,1,,ecm,
39463764,go_term,2,2,3,1,2,extracellular,regeneration; extracellular matrix,cell proliferation; extracellular
39095264,disease,3,3,2,2,1,connective tissue amyloidosis; transthyretin amyloidosis,amyloid deposition,amyloidosis; connective tissue amyloidosis; transthyretin amyloidosis
39095264,gene_protein,1,1,1,0,0,,,transthyretin
37639503,disease,0,1,0,1,0,parkinson,,
39229995,disease,2,2,2,0,0,,,tumor; cancer
39229995,gene_protein,5,6,5,1,0,cd8,,il-15rî±; il-15; interleukin-15; il-2; t-cell growth factor
39229995,go_term,1,1,1,0,0,,,cell proliferation
39268976,disease,0,0,2,0,2,,defects; defect,
39268976,go_term,1,1,1,0,0,,,synthesis
39458147,disease,1,2,1,1,0,fms,,fibromyalgia syndrome
39458147,organism,0,1,0,1,0,women,,
39458147,go_term,1,1,2,1,2,long-term visual memory,memory; visual perception,long-term visual memory
39461888,chemical,4,4,4,0,0,,,chitosan; curcumin; lipid; paclitaxel
39461888,gene_protein,0,0,1,0,1,,abs,
39461888,go_term,1,1,1,0,0,,,blood circulation
39461888,disease,4,4,3,1,0,breast cancer,,tumour; breast cancer; tumor; cancer
39461888,exp_methods,1,1,1,1,1,mtt-assay,assay,mtt-assay
39461888,organism,1,1,1,0,0,,,rats
39462839,chemical,1,1,1,0,0,,,water
39462839,go_term,3,3,4,0,1,,pores,membranes; membrane; pore
39461751,disease,4,5,5,1,1,gbm,immune suppression,glioblastoma; tumor; cancer; cancer of the brain
39461751,chemical,1,1,1,0,0,,,temozolomide
PPR929480,chemical,3,3,3,0,0,,,cation; calcium; aldosterone
PPR929480,gene_protein,4,6,5,2,1,ion transporters; trpml3,mucolipin-3,mcoln3; renin; aldosterone synthase; cyp11b2
PPR929480,go_term,4,4,5,2,3,depolarization; membrane,membrane depolarization; intracellular; cellular membrane,depolarization; membrane; pore; biosynthesis
